dataset,external_gene_name,xci.class,celltype.organ.sample,measure,ratio.xi.expression,allele.count
scLinaX_AIDA,AKAP17A,PAR1,MAIT,original,0.531,14.3
scLinaX_AIDA,CD99P1,PAR1,B,original,0.516,14.4
scLinaX_AIDA,SLC25A6,PAR1,pDC,original,0.504,44.5
scLinaX_AIDA,SLC25A6,PAR1,gdT,original,0.501,113.7
scLinaX_AIDA,AKAP17A,PAR1,B,original,0.498,36.0
scLinaX_AIDA,SLC25A6,PAR1,B,original,0.493,140.1
scLinaX_AIDA,P2RY8,PAR1,Monocyte,original,0.486,36.3
scLinaX_AIDA,SLC25A6,PAR1,NK,original,0.483,174.9
scLinaX_AIDA,SLC25A6,PAR1,MAIT,original,0.481,85.5
scLinaX_AIDA,ASMTL,PAR1,B,original,0.480,13.7
scLinaX_AIDA,AKAP17A,PAR1,CD8+ T,original,0.480,61.6
scLinaX_AIDA,P2RY8,PAR1,B,original,0.477,121.8
scLinaX_AIDA,PUDP,nonPAR_escape,gdT,original,0.477,18.7
scLinaX_AIDA,SLC25A6,PAR1,Plasma_B,original,0.476,36.0
scLinaX_AIDA,DHRSX,PAR1,B,original,0.475,17.0
scLinaX_AIDA,DHRSX,PAR1,CD8+ T,original,0.471,15.0
scLinaX_AIDA,IL3RA,PAR1,cDC,original,0.467,14.2
scLinaX_AIDA,SLC25A6,PAR1,CD8+ T,original,0.464,199.7
scLinaX_AIDA,SLC25A6,PAR1,PBMC,original,0.460,719.7
scLinaX_AIDA,SLC25A6,PAR1,CD4+ T,original,0.457,221.0
scLinaX_AIDA,SLC25A6,PAR1,Monocyte,original,0.456,231.0
scLinaX_AIDA,SLC25A6,PAR1,cDC,original,0.454,73.3
scLinaX_AIDA,DHRSX,PAR1,CD4+ T,original,0.453,20.9
scLinaX_AIDA,ZBED1,PAR1,CD8+ T,original,0.453,12.5
scLinaX_AIDA,AKAP17A,PAR1,Monocyte,original,0.452,17.8
scLinaX_AIDA,AKAP17A,PAR1,NK,original,0.448,28.3
scLinaX_AIDA,ASMTL,PAR1,CD8+ T,original,0.447,17.6
scLinaX_AIDA,ASMTL,PAR1,NK,original,0.446,14.0
scLinaX_AIDA,CD99P1,PAR1,NK,original,0.439,16.3
scLinaX_AIDA,IL3RA,PAR1,pDC,original,0.432,42.4
scLinaX_AIDA,ASMTL,PAR1,PBMC,original,0.425,44.3
scLinaX_AIDA,KDM6A,nonPAR_escape,CD4+ T,original,0.424,13.3
scLinaX_AIDA,ASMTL,PAR1,Monocyte,original,0.424,13.9
scLinaX_AIDA,CD99,PAR1,pDC,original,0.423,28.2
scLinaX_AIDA,AKAP17A,PAR1,PBMC,original,0.421,59.0
scLinaX_AIDA,ASMTL,PAR1,CD4+ T,original,0.418,21.4
scLinaX_AIDA,CD99P1,PAR1,CD4+ T,original,0.414,30.0
scLinaX_AIDA,CD99,PAR1,gdT,original,0.413,73.3
scLinaX_AIDA,CSF2RA,PAR1,cDC,original,0.413,18.9
scLinaX_AIDA,CSF2RA,PAR1,PBMC,original,0.412,52.7
scLinaX_AIDA,CD99,PAR1,cDC,original,0.411,70.8
scLinaX_AIDA,CD99P1,PAR1,CD8+ T,original,0.411,22.0
scLinaX_AIDA,ZBED1,PAR1,CD4+ T,original,0.410,13.3
scLinaX_AIDA,CD99P1,PAR1,PBMC,original,0.405,66.1
scLinaX_AIDA,CSF2RA,PAR1,Monocyte,original,0.404,41.5
scLinaX_AIDA,IL3RA,PAR1,PBMC,original,0.403,75.1
scLinaX_AIDA,PUDP,nonPAR_escape,CD4+ T,original,0.403,19.8
scLinaX_AIDA,CD99,PAR1,CD4+ T,original,0.403,529.4
scLinaX_AIDA,PRKX,nonPAR_escape,cDC,original,0.400,14.3
scLinaX_AIDA,STS,nonPAR_escape,NK,original,0.399,12.4
scLinaX_AIDA,CD99,PAR1,CD8+ T,original,0.399,413.0
scLinaX_AIDA,RPS4X,nonPAR_escape,gdT,original,0.398,26.6
scLinaX_AIDA,PUDP,nonPAR_escape,NK,original,0.398,11.5
scLinaX_AIDA,CD99,PAR1,PBMC,original,0.397,1608.4
scLinaX_AIDA,ASMTL-AS1,PAR1,Monocyte,original,0.397,15.5
scLinaX_AIDA,CD99,PAR1,NK,original,0.397,341.1
scLinaX_AIDA,ASMTL-AS1,PAR1,PBMC,original,0.396,29.8
scLinaX_AIDA,P2RY8,PAR1,NK,original,0.395,24.9
scLinaX_AIDA,DHRSX,PAR1,PBMC,original,0.394,34.3
scLinaX_AIDA,CD99P1,PAR1,Monocyte,original,0.393,19.2
scLinaX_AIDA,ZBED1,PAR1,Monocyte,original,0.393,16.5
scLinaX_AIDA,AKAP17A,PAR1,CD4+ T,original,0.389,31.7
scLinaX_AIDA,ZBED1,PAR1,PBMC,original,0.384,25.8
scLinaX_AIDA,STS,nonPAR_escape,CD8+ T,original,0.383,12.7
scLinaX_AIDA,CD99,PAR1,B,original,0.383,73.8
scLinaX_AIDA,KDM6A,nonPAR_escape,PBMC,original,0.382,23.0
scLinaX_AIDA,CD99,PAR1,MAIT,original,0.381,56.0
scLinaX_AIDA,PLCXD1,PAR1,Monocyte,original,0.381,18.8
scLinaX_AIDA,IL3RA,PAR1,Monocyte,original,0.380,37.2
scLinaX_AIDA,PLCXD1,PAR1,PBMC,original,0.378,26.9
scLinaX_AIDA,CD99,PAR1,Plasma_B,original,0.376,34.8
scLinaX_AIDA,P2RY8,PAR1,MAIT,original,0.375,23.0
scLinaX_AIDA,P2RY8,PAR1,CD4+ T,original,0.375,49.4
scLinaX_AIDA,CD99,PAR1,Monocyte,original,0.375,241.0
scLinaX_AIDA,PUDP,nonPAR_escape,PBMC,original,0.374,50.2
scLinaX_AIDA,PRKX,nonPAR_escape,CD4+ T,original,0.374,84.4
scLinaX_AIDA,DHRSX,PAR1,Monocyte,original,0.368,18.7
scLinaX_AIDA,PUDP,nonPAR_escape,CD8+ T,original,0.368,14.3
scLinaX_AIDA,P2RY8,PAR1,PBMC,original,0.368,91.6
scLinaX_AIDA,PUDP,nonPAR_escape,B,original,0.367,13.6
scLinaX_AIDA,P2RY8,PAR1,CD8+ T,original,0.360,33.7
scLinaX_AIDA,PRKX,nonPAR_escape,MAIT,original,0.359,16.1
scLinaX_AIDA,IL3RA,PAR1,B,original,0.356,13.2
scLinaX_AIDA,STS,nonPAR_escape,B,original,0.355,12.8
scLinaX_AIDA,DDX3X,nonPAR_escape,gdT,original,0.352,13.4
scLinaX_AIDA,STS,nonPAR_escape,PBMC,original,0.350,34.2
scLinaX_AIDA,EIF2S3,nonPAR_escape,NK,original,0.350,71.4
scLinaX_AIDA,STS,nonPAR_escape,CD4+ T,original,0.348,14.1
scLinaX_AIDA,GTPBP6,PAR1,PBMC,original,0.348,17.8
scLinaX_AIDA,DDX3X,nonPAR_escape,B,original,0.346,17.0
scLinaX_AIDA,PRKX,nonPAR_escape,PBMC,original,0.344,200.0
scLinaX_AIDA,PRKX,nonPAR_escape,Monocyte,original,0.342,34.5
scLinaX_AIDA,PRKX,nonPAR_escape,gdT,original,0.342,16.9
scLinaX_AIDA,PRKX,nonPAR_escape,B,original,0.341,23.2
scLinaX_AIDA,EIF2S3,nonPAR_escape,gdT,original,0.340,24.9
scLinaX_AIDA,RPS4X,nonPAR_escape,CD8+ T,original,0.340,159.8
scLinaX_AIDA,ZFX,nonPAR_escape,Monocyte,original,0.338,12.3
scLinaX_AIDA,PUDP,nonPAR_escape,Monocyte,original,0.337,17.4
scLinaX_AIDA,RPS4X,nonPAR_escape,Plasma_B,original,0.334,15.5
scLinaX_AIDA,RPS4X,nonPAR_escape,NK,original,0.334,42.3
scLinaX_AIDA,DDX3X,nonPAR_escape,CD8+ T,original,0.329,22.8
scLinaX_AIDA,PRKX,nonPAR_escape,CD8+ T,original,0.328,44.9
scLinaX_AIDA,ZFX,nonPAR_escape,PBMC,original,0.326,25.1
scLinaX_AIDA,ARSD,nonPAR_escape,Monocyte,original,0.324,23.2
scLinaX_AIDA,DDX3X,nonPAR_escape,CD4+ T,original,0.322,29.1
scLinaX_AIDA,RPS4X,nonPAR_escape,cDC,original,0.320,33.8
scLinaX_AIDA,EIF2S3,nonPAR_escape,B,original,0.319,106.0
scLinaX_AIDA,RPS4X,nonPAR_escape,CD4+ T,original,0.316,381.9
scLinaX_AIDA,DDX3X,nonPAR_escape,NK,original,0.314,20.1
scLinaX_AIDA,CA5BP1,nonPAR_escape,CD8+ T,original,0.308,11.7
scLinaX_AIDA,DDX3X,nonPAR_escape,MAIT,original,0.308,12.2
scLinaX_AIDA,EIF2S3,nonPAR_escape,CD8+ T,original,0.308,208.8
scLinaX_AIDA,RPS4X,nonPAR_escape,PBMC,original,0.304,952.8
scLinaX_AIDA,CA5BP1,nonPAR_escape,CD4+ T,original,0.300,12.7
scLinaX_AIDA,DDX3X,nonPAR_escape,PBMC,original,0.300,71.4
scLinaX_AIDA,ZFX,nonPAR_escape,CD4+ T,original,0.298,12.0
scLinaX_AIDA,EIF2S3,nonPAR_escape,MAIT,original,0.296,30.5
scLinaX_AIDA,PRKX,nonPAR_escape,NK,original,0.295,37.2
scLinaX_AIDA,RPS4X,nonPAR_escape,MAIT,original,0.295,25.0
scLinaX_AIDA,EIF2S3,nonPAR_escape,Plasma_B,original,0.293,20.5
scLinaX_AIDA,FUNDC1,nonPAR_escape,B,original,0.292,12.6
scLinaX_AIDA,EIF2S3,nonPAR_escape,CD4+ T,original,0.290,433.1
scLinaX_AIDA,TXLNG,nonPAR_escape,PBMC,original,0.286,22.3
scLinaX_AIDA,RPS4X,nonPAR_escape,B,original,0.285,70.5
scLinaX_AIDA,ARSD,nonPAR_escape,PBMC,original,0.283,32.9
scLinaX_AIDA,SMC1A,nonPAR_escape,gdT,original,0.278,23.2
scLinaX_AIDA,OFD1,nonPAR_escape,B,original,0.276,12.2
scLinaX_AIDA,EIF2S3,nonPAR_escape,PBMC,original,0.276,1037.3
scLinaX_AIDA,STS,nonPAR_escape,Monocyte,original,0.266,12.3
scLinaX_AIDA,SMC1A,nonPAR_escape,MAIT,original,0.263,16.1
scLinaX_AIDA,FLNA,nonPAR_inactive,CD4+ T,original,0.260,11.2
scLinaX_AIDA,TXLNG,nonPAR_escape,CD4+ T,original,0.257,11.0
scLinaX_AIDA,RPS4X,nonPAR_escape,Monocyte,original,0.254,229.9
scLinaX_AIDA,SMC1A,nonPAR_escape,CD4+ T,original,0.254,97.4
scLinaX_AIDA,SMC1A,nonPAR_escape,NK,original,0.254,45.8
scLinaX_AIDA,ZRSR2,nonPAR_escape,PBMC,original,0.254,26.3
scLinaX_AIDA,SEPTIN6,nonPAR_inactive,CD8+ T,original,0.251,14.0
scLinaX_AIDA,CA5BP1,nonPAR_escape,PBMC,original,0.247,36.1
scLinaX_AIDA,SMC1A,nonPAR_escape,B,original,0.247,27.9
scLinaX_AIDA,SMC1A,nonPAR_escape,CD8+ T,original,0.246,57.2
scLinaX_AIDA,OFD1,nonPAR_escape,MAIT,original,0.244,13.6
scLinaX_AIDA,SMC1A,nonPAR_escape,PBMC,original,0.239,305.6
scLinaX_AIDA,USP9X,nonPAR_escape,CD8+ T,original,0.239,16.3
scLinaX_AIDA,SYAP1,nonPAR_escape,CD4+ T,original,0.231,14.3
scLinaX_AIDA,SEPTIN6,nonPAR_inactive,CD4+ T,original,0.218,20.7
scLinaX_AIDA,FUNDC1,nonPAR_escape,CD8+ T,original,0.207,25.1
scLinaX_AIDA,TCEANC,nonPAR_escape,NK,original,0.206,11.3
scLinaX_AIDA,USP9X,nonPAR_escape,CD4+ T,original,0.204,20.4
scLinaX_AIDA,DDX3X,nonPAR_escape,Monocyte,original,0.204,20.0
scLinaX_AIDA,USP9X,nonPAR_escape,NK,original,0.202,12.8
scLinaX_AIDA,SMC1A,nonPAR_escape,cDC,original,0.201,18.1
scLinaX_AIDA,EIF2S3,nonPAR_escape,pDC,original,0.200,16.2
scLinaX_AIDA,SMC1A,nonPAR_escape,Plasma_B,original,0.199,26.3
scLinaX_AIDA,SMC1A,nonPAR_escape,pDC,original,0.195,13.2
scLinaX_AIDA,FUNDC1,nonPAR_escape,CD4+ T,original,0.194,36.2
scLinaX_AIDA,SMC1A,nonPAR_escape,Monocyte,original,0.184,53.4
scLinaX_AIDA,SEPTIN6,nonPAR_inactive,PBMC,original,0.183,41.2
scLinaX_AIDA,CA5BP1,nonPAR_escape,Monocyte,original,0.181,16.4
scLinaX_AIDA,OFD1,nonPAR_escape,gdT,original,0.179,15.6
scLinaX_AIDA,FUNDC1,nonPAR_escape,NK,original,0.175,16.1
scLinaX_AIDA,TRAPPC2,nonPAR_escape,PBMC,original,0.171,24.5
scLinaX_AIDA,FUNDC1,nonPAR_escape,PBMC,original,0.171,85.3
scLinaX_AIDA,FLNA,nonPAR_inactive,PBMC,original,0.171,27.6
scLinaX_AIDA,UBA1,nonPAR_escape,CD8+ T,original,0.169,14.1
scLinaX_AIDA,FLNA,nonPAR_inactive,NK,original,0.168,13.0
scLinaX_AIDA,OFD1,nonPAR_escape,NK,original,0.163,18.5
scLinaX_AIDA,TCEANC,nonPAR_escape,CD8+ T,original,0.162,13.5
scLinaX_AIDA,USP9X,nonPAR_escape,PBMC,original,0.161,40.2
scLinaX_AIDA,UBA1,nonPAR_escape,CD4+ T,original,0.160,17.8
scLinaX_AIDA,UBA1,nonPAR_escape,NK,original,0.158,13.5
scLinaX_AIDA,FLNA,nonPAR_inactive,CD8+ T,original,0.158,12.8
scLinaX_AIDA,UBA1,nonPAR_escape,PBMC,original,0.149,51.2
scLinaX_AIDA,ARSD,nonPAR_escape,NK,original,0.145,10.5
scLinaX_AIDA,ZRSR2,nonPAR_escape,Monocyte,original,0.142,12.7
scLinaX_AIDA,INTS6L,nonPAR_inactive,Monocyte,original,0.142,12.0
scLinaX_AIDA,EIF2S3,nonPAR_escape,Monocyte,original,0.140,139.5
scLinaX_AIDA,EIF2S3,nonPAR_escape,cDC,original,0.138,37.8
scLinaX_AIDA,MED14,nonPAR_escape,PBMC,original,0.136,40.5
scLinaX_AIDA,OFD1,nonPAR_escape,CD8+ T,original,0.131,33.0
scLinaX_AIDA,MED14,nonPAR_escape,CD4+ T,original,0.129,18.6
scLinaX_AIDA,OFD1,nonPAR_escape,PBMC,original,0.129,139.6
scLinaX_AIDA,UBA1,nonPAR_escape,Monocyte,original,0.128,15.4
scLinaX_AIDA,TCEANC,nonPAR_escape,PBMC,original,0.125,32.0
scLinaX_AIDA,OFD1,nonPAR_escape,Monocyte,original,0.120,12.8
scLinaX_AIDA,MED14,nonPAR_escape,CD8+ T,original,0.111,13.8
scLinaX_AIDA,GEMIN8,nonPAR_escape,PBMC,original,0.109,27.9
scLinaX_AIDA,OFD1,nonPAR_escape,CD4+ T,original,0.108,74.8
scLinaX_AIDA,SYAP1,nonPAR_escape,PBMC,original,0.106,30.8
scLinaX_AIDA,ACOT9,nonPAR_inactive,CD8+ T,original,0.104,17.9
scLinaX_AIDA,AP1S2,nonPAR_escape,PBMC,original,0.103,35.7
scLinaX_AIDA,ACOT9,nonPAR_inactive,CD4+ T,original,0.098,25.7
scLinaX_AIDA,FLNA,nonPAR_inactive,Monocyte,original,0.096,14.0
scLinaX_AIDA,TCEANC,nonPAR_escape,CD4+ T,original,0.091,15.9
scLinaX_AIDA,CHM,nonPAR_inactive,NK,original,0.091,11.7
scLinaX_AIDA,CHM,nonPAR_inactive,PBMC,original,0.088,30.8
scLinaX_AIDA,GEMIN8,nonPAR_escape,CD4+ T,original,0.088,16.3
scLinaX_AIDA,CD40LG,nonPAR_variable,CD8+ T,original,0.086,18.4
scLinaX_AIDA,CHM,nonPAR_inactive,CD4+ T,original,0.086,15.0
scLinaX_AIDA,ACOT9,nonPAR_inactive,NK,original,0.080,16.0
scLinaX_AIDA,INTS6L,nonPAR_inactive,PBMC,original,0.077,23.3
scLinaX_AIDA,PIN4,nonPAR_inactive,gdT,original,0.075,21.4
scLinaX_AIDA,SEPTIN6,nonPAR_inactive,B,original,0.074,15.3
scLinaX_AIDA,RBBP7,nonPAR_variable,NK,original,0.073,28.0
scLinaX_AIDA,ACOT9,nonPAR_inactive,cDC,original,0.072,15.8
scLinaX_AIDA,TASL,nonPAR_variable,PBMC,original,0.063,30.4
scLinaX_AIDA,CHM,nonPAR_inactive,CD8+ T,original,0.062,12.5
scLinaX_AIDA,HCFC1,nonPAR_variable,PBMC,original,0.058,31.4
scLinaX_AIDA,PIN4,nonPAR_inactive,NK,original,0.058,30.2
scLinaX_AIDA,VAMP7,PAR2,gdT,original,0.056,24.3
scLinaX_AIDA,PIN4,nonPAR_inactive,B,original,0.055,20.9
scLinaX_AIDA,ACOT9,nonPAR_inactive,PBMC,original,0.055,73.3
scLinaX_AIDA,ACOT9,nonPAR_inactive,Monocyte,original,0.054,35.2
scLinaX_AIDA,AP1S2,nonPAR_escape,Monocyte,original,0.053,24.5
scLinaX_AIDA,PIN4,nonPAR_inactive,MAIT,original,0.052,14.3
scLinaX_AIDA,TMEM187,nonPAR_inactive,PBMC,original,0.051,26.6
scLinaX_AIDA,TASL,nonPAR_variable,Monocyte,original,0.050,21.0
scLinaX_AIDA,HDAC8,nonPAR_inactive,PBMC,original,0.050,35.5
scLinaX_AIDA,PIN4,nonPAR_inactive,CD4+ T,original,0.048,68.2
scLinaX_AIDA,PIN4,nonPAR_inactive,CD8+ T,original,0.048,38.7
scLinaX_AIDA,SOWAHD,nonPAR_unknown,B,original,0.048,13.0
scLinaX_AIDA,PIN4,nonPAR_inactive,PBMC,original,0.046,217.6
scLinaX_AIDA,SPIN2B,nonPAR_unknown,gdT,original,0.045,14.0
scLinaX_AIDA,RAB9A,nonPAR_escape,PBMC,original,0.044,25.7
scLinaX_AIDA,PIN4,nonPAR_inactive,cDC,original,0.043,14.6
scLinaX_AIDA,HCFC1,nonPAR_variable,CD4+ T,original,0.043,15.5
scLinaX_AIDA,TMEM187,nonPAR_inactive,CD4+ T,original,0.042,13.9
scLinaX_AIDA,AP1S2,nonPAR_escape,cDC,original,0.042,11.5
scLinaX_AIDA,ACOT9,nonPAR_inactive,B,original,0.041,13.1
scLinaX_AIDA,SH3BGRL,nonPAR_variable,CD8+ T,original,0.040,11.8
scLinaX_AIDA,RBBP7,nonPAR_variable,PBMC,original,0.040,43.2
scLinaX_AIDA,MSL3,nonPAR_escape,CD8+ T,original,0.039,16.0
scLinaX_AIDA,SASH3,nonPAR_inactive,PBMC,original,0.038,31.8
scLinaX_AIDA,ZNF280C,nonPAR_variable,PBMC,original,0.037,24.5
scLinaX_AIDA,LOC105373383,nonPAR_unknown,Monocyte,original,0.036,10.6
scLinaX_AIDA,PIN4,nonPAR_inactive,Monocyte,original,0.035,51.0
scLinaX_AIDA,FUNDC1,nonPAR_escape,Monocyte,original,0.035,15.2
scLinaX_AIDA,TBL1X,nonPAR_variable,CD4+ T,original,0.035,15.0
scLinaX_AIDA,MSL3,nonPAR_escape,CD4+ T,original,0.034,35.8
scLinaX_AIDA,HDAC8,nonPAR_inactive,Monocyte,original,0.033,21.7
scLinaX_AIDA,TBC1D25,nonPAR_inactive,PBMC,original,0.033,25.3
scLinaX_AIDA,ARHGAP4,nonPAR_variable,NK,original,0.033,15.1
scLinaX_AIDA,P2RY10,nonPAR_variable,Monocyte,original,0.033,13.3
scLinaX_AIDA,IDH3G,nonPAR_inactive,CD4+ T,original,0.033,12.1
scLinaX_AIDA,ZNF674-AS1,nonPAR_inactive,PBMC,original,0.033,33.2
scLinaX_AIDA,CHM,nonPAR_inactive,B,original,0.033,11.9
scLinaX_AIDA,EBP,nonPAR_unknown,Plasma_B,original,0.032,15.8
scLinaX_AIDA,TMSB4X,nonPAR_unknown,B,original,0.032,615.3
scLinaX_AIDA,PRPS2,nonPAR_inactive,PBMC,original,0.032,25.0
scLinaX_AIDA,WDR44,nonPAR_inactive,PBMC,original,0.031,24.9
scLinaX_AIDA,CYBB,nonPAR_inactive,PBMC,original,0.031,36.5
scLinaX_AIDA,TMSB4X,nonPAR_unknown,MAIT,original,0.031,638.4
scLinaX_AIDA,ATP6AP2,nonPAR_inactive,PBMC,original,0.031,25.6
scLinaX_AIDA,SLC25A5,nonPAR_inactive,PBMC,original,0.030,28.7
scLinaX_AIDA,EMD,nonPAR_unknown,PBMC,original,0.030,30.6
scLinaX_AIDA,P2RY10,nonPAR_variable,NK,original,0.029,15.4
scLinaX_AIDA,RRAGB,nonPAR_inactive,CD4+ T,original,0.028,21.0
scLinaX_AIDA,RRAGB,nonPAR_inactive,CD8+ T,original,0.028,16.0
scLinaX_AIDA,USP9X,nonPAR_escape,Monocyte,original,0.028,13.7
scLinaX_AIDA,XIAP,nonPAR_inactive,CD4+ T,original,0.027,12.0
scLinaX_AIDA,ITM2A,nonPAR_inactive,CD8+ T,original,0.027,14.3
scLinaX_AIDA,TMSB4X,nonPAR_unknown,CD4+ T,original,0.027,1643.9
scLinaX_AIDA,ZNF75D,nonPAR_inactive,CD4+ T,original,0.026,15.1
scLinaX_AIDA,MSL3,nonPAR_escape,PBMC,original,0.026,66.3
scLinaX_AIDA,SLC25A43,nonPAR_inactive,B,original,0.026,11.3
scLinaX_AIDA,BRWD3,nonPAR_inactive,PBMC,original,0.026,27.0
scLinaX_AIDA,P2RY10,nonPAR_variable,B,original,0.026,32.1
scLinaX_AIDA,NXT2,nonPAR_inactive,CD4+ T,original,0.025,10.5
scLinaX_AIDA,LOC105373383,nonPAR_unknown,CD8+ T,original,0.025,13.0
scLinaX_AIDA,TMSB4X,nonPAR_unknown,Plasma_B,original,0.025,125.0
scLinaX_AIDA,TBL1X,nonPAR_variable,PBMC,original,0.024,25.6
scLinaX_AIDA,LOC101928402,nonPAR_unknown,NK,original,0.024,12.7
scLinaX_AIDA,TIMP1,nonPAR_variable,CD4+ T,original,0.023,20.8
scLinaX_AIDA,TIMP1,nonPAR_variable,NK,original,0.023,16.0
scLinaX_AIDA,RBBP7,nonPAR_variable,CD4+ T,original,0.023,19.2
scLinaX_AIDA,CYBB,nonPAR_inactive,Monocyte,original,0.023,33.0
scLinaX_AIDA,WAS,nonPAR_variable,CD4+ T,original,0.023,16.5
scLinaX_AIDA,SNX12,nonPAR_inactive,PBMC,original,0.022,24.0
scLinaX_AIDA,HTATSF1,nonPAR_inactive,CD4+ T,original,0.022,15.3
scLinaX_AIDA,MAGED1,nonPAR_inactive,PBMC,original,0.022,23.4
scLinaX_AIDA,SH3BGRL,nonPAR_variable,CD4+ T,original,0.022,12.7
scLinaX_AIDA,MAGED1,nonPAR_inactive,CD4+ T,original,0.022,11.4
scLinaX_AIDA,NBDY,nonPAR_inactive,Monocyte,original,0.022,13.6
scLinaX_AIDA,IDS,nonPAR_inactive,CD4+ T,original,0.022,14.5
scLinaX_AIDA,SYAP1,nonPAR_escape,Monocyte,original,0.022,17.5
scLinaX_AIDA,UTP14A,nonPAR_inactive,PBMC,original,0.022,27.0
scLinaX_AIDA,SH3BGRL,nonPAR_variable,PBMC,original,0.021,42.9
scLinaX_AIDA,BRWD3,nonPAR_inactive,CD4+ T,original,0.021,14.0
scLinaX_AIDA,PDHA1,nonPAR_inactive,Monocyte,original,0.021,15.0
scLinaX_AIDA,ARHGAP4,nonPAR_variable,CD8+ T,original,0.021,24.3
scLinaX_AIDA,RBM3,nonPAR_variable,NK,original,0.020,15.5
scLinaX_AIDA,RADX,nonPAR_inactive,PBMC,original,0.020,36.5
scLinaX_AIDA,TMSB4X,nonPAR_unknown,NK,original,0.020,1265.9
scLinaX_AIDA,ARHGAP4,nonPAR_variable,B,original,0.020,29.6
scLinaX_AIDA,TMSB4X,nonPAR_unknown,PBMC,original,0.020,4240.9
scLinaX_AIDA,TMSB4X,nonPAR_unknown,CD8+ T,original,0.020,1671.9
scLinaX_AIDA,HCFC1,nonPAR_variable,CD8+ T,original,0.019,14.0
scLinaX_AIDA,SLC25A5,nonPAR_inactive,Monocyte,original,0.019,16.4
scLinaX_AIDA,DOCK11,nonPAR_inactive,CD8+ T,original,0.019,12.9
scLinaX_AIDA,DOCK11,nonPAR_inactive,PBMC,original,0.019,27.7
scLinaX_AIDA,EBP,nonPAR_unknown,B,original,0.019,15.0
scLinaX_AIDA,VAMP7,PAR2,CD4+ T,original,0.019,54.1
scLinaX_AIDA,TIMP1,nonPAR_variable,CD8+ T,original,0.019,14.1
scLinaX_AIDA,TIMP1,nonPAR_variable,gdT,original,0.019,17.3
scLinaX_AIDA,SH2D1A,nonPAR_variable,CD8+ T,original,0.018,14.1
scLinaX_AIDA,P2RY10,nonPAR_variable,CD8+ T,original,0.018,25.8
scLinaX_AIDA,ARHGAP4,nonPAR_variable,PBMC,original,0.018,57.8
scLinaX_AIDA,SPIN2B,nonPAR_unknown,Monocyte,original,0.018,15.3
scLinaX_AIDA,DOCK11,nonPAR_inactive,CD4+ T,original,0.017,13.4
scLinaX_AIDA,ZNF75D,nonPAR_inactive,PBMC,original,0.017,28.1
scLinaX_AIDA,LOC101928402,nonPAR_unknown,B,original,0.017,12.5
scLinaX_AIDA,PIGA,nonPAR_inactive,CD4+ T,original,0.017,12.7
scLinaX_AIDA,RADX,nonPAR_inactive,CD4+ T,original,0.017,23.8
scLinaX_AIDA,MPP1,nonPAR_inactive,PBMC,original,0.016,33.1
scLinaX_AIDA,NBDY,nonPAR_inactive,PBMC,original,0.016,33.1
scLinaX_AIDA,EMD,nonPAR_unknown,Monocyte,original,0.016,22.0
scLinaX_AIDA,RRAGB,nonPAR_inactive,PBMC,original,0.016,36.4
scLinaX_AIDA,SPIN2B,nonPAR_unknown,B,original,0.016,11.6
scLinaX_AIDA,P2RY10,nonPAR_variable,PBMC,original,0.016,125.3
scLinaX_AIDA,ZNF275,nonPAR_inactive,PBMC,original,0.016,24.0
scLinaX_AIDA,HUWE1,nonPAR_inactive,PBMC,original,0.016,28.0
scLinaX_AIDA,ZNF275,nonPAR_inactive,CD4+ T,original,0.016,14.6
scLinaX_AIDA,ATRX,nonPAR_inactive,PBMC,original,0.015,29.4
scLinaX_AIDA,ITM2A,nonPAR_inactive,PBMC,original,0.015,26.0
scLinaX_AIDA,APOO,nonPAR_inactive,Monocyte,original,0.015,11.8
scLinaX_AIDA,PLP2,nonPAR_inactive,PBMC,original,0.015,26.3
scLinaX_AIDA,SPIN2B,nonPAR_unknown,NK,original,0.015,13.0
scLinaX_AIDA,GRIPAP1,nonPAR_inactive,PBMC,original,0.015,23.2
scLinaX_AIDA,TAB3,nonPAR_inactive,PBMC,original,0.015,30.6
scLinaX_AIDA,FANCB,nonPAR_inactive,PBMC,original,0.015,21.6
scLinaX_AIDA,CFP,nonPAR_inactive,Monocyte,original,0.014,34.0
scLinaX_AIDA,OGT,nonPAR_inactive,PBMC,original,0.014,24.5
scLinaX_AIDA,IDS,nonPAR_inactive,PBMC,original,0.014,28.6
scLinaX_AIDA,SPIN2B,nonPAR_unknown,PBMC,original,0.014,56.7
scLinaX_AIDA,EBP,nonPAR_unknown,Monocyte,original,0.014,19.2
scLinaX_AIDA,ATP6AP1,nonPAR_inactive,PBMC,original,0.014,32.6
scLinaX_AIDA,BCAP31,nonPAR_inactive,PBMC,original,0.014,25.3
scLinaX_AIDA,LAMP2,nonPAR_inactive,PBMC,original,0.014,33.5
scLinaX_AIDA,PGK1,nonPAR_inactive,PBMC,original,0.014,24.5
scLinaX_AIDA,BTK,nonPAR_inactive,PBMC,original,0.014,27.4
scLinaX_AIDA,SH3BGRL,nonPAR_variable,Monocyte,original,0.014,28.9
scLinaX_AIDA,GAB3,nonPAR_inactive,PBMC,original,0.014,28.6
scLinaX_AIDA,CFP,nonPAR_inactive,PBMC,original,0.013,36.3
scLinaX_AIDA,HMGB3,nonPAR_inactive,Monocyte,original,0.013,17.1
